id1,namehg1,namehj1,year,prevdegreehg,prevdegreehj,source,courtesynamehg,courtesynamehj,ancestralseathg,choronymhg,ancestralseathj,choronymhj,addresshg,addresshj,pennamehg,pennamehj,posthumoustitlehg,posthumoustitlehj,error
2777,민춘란,閔春蘭,1537,유학,幼學,"MTPB 142B 3DP; MRCP 5-99A, 10-73B",국방,國芳,여흥,여흥 민,驪興,驪興 閔,,,,,,,
2778,신사형,辛士衡,1537,생원,生員,MTP NL,맹평,孟平,영산,영산 신,靈山,靈山 辛,동래,東萊,,,,,
2779,심통원,沈通源,1537,생원,生員,"MTPB 117A 4A; PSTP 05-003B, 35-019B; MRCP 8-15A, 8-75A; CWSR 2342, 2775, 3980, 4417, 5548",사용,士容,청송,청송 심,靑松,靑松 沈,,,욱재,勖齋,,,
2780,서구연,徐九淵,1537,유학,幼學,MTP NL,양정,養靜,대구,대구 서,大丘,大丘 徐,,,,,,,
2781,심봉원,沈逢源,1537,교관,敎官,"MTPB 117A 4A; PSTP 16-063B, 35-018B; MRCP 7-71A, 8-15A; CWSR 2047",희용,希容,청송,청송 심,靑松,靑松 沈,,,우송,友松,,,
2782,김순,金詢,1537,진사,進士,MTP NL ; MRCP 7-44A?,헌가,獻可,선산,선산 김,善山,善山 金,선산,善山,,,,,
2783,윤부,尹釜,1537,진사,進士,"MTPA 256A 2A; PSTP 09-003B, 22-033A; MRCP 9-65B, 9-84A; CWSR 0688, 0895; CWS 20-546上B",자기,子器,파평,파평 윤,坡平,坡平 尹,경,京,,,,,
2784,김취문,金就文,1537,유학,幼學,"MTPA 185B 4B; PSTP 18-054B; MRCP 3-12A, 9-82B; CWSR 1838, 1850, 2143",문지,文之,선산,선산 김,善山,善山 金,선산,善山,구암,久菴,,,
2785,김반천,金半千,1537,진사,進士,"MTPA 198B 4D; MRCP 3-89A, 5-89A, 7-72A; CWSR 0939, 1384, 3764, 4569",영기,榮期,예안,예안 김,禮安,禮安 金,,墓在 公州,,,,,
2786,최언수,崔彦粹,1537,생원,生員,"MTPB 006A 3A; PSTP 39-079B, 39-082B; MRCP 9-88B",사순,士純,삭녕,삭녕 최,朔寧,朔寧 崔,남원,南原,삼계,三溪,,,
2787,이영현,李英賢,1537,진사,進士,"MTPA 099A 3D; PSTP 34-052A; MRCP 3-66B, 9-22B; CWSR 0076, 2323, 3053, 4329, 5869, 7057",희성,希聖,광주,광주 이,廣州,廣州 李,경,京,,,,,
2788,정유길,鄭惟吉,1538,생원,生員,"MTPA 229A 2B; PSTP 19-009B, 37-044B; MRCP 10-28A; CWSR 0676, 0752, 1690, 2947, 3805, 5875, 6526; CWS 21-454下A, 25-577下A",길지,吉之,동래,동래 정,東萊,東萊 鄭,경,京,"임당(林塘), 상덕재",尙德齋,,,
2789,이홍남,李洪男,1538,생원,生員,"MTPA 099B 1B; PSTP 13-049B, 37-045A; MRCP 10-74B; CWSR 1695, 2859, 5060; SSW 428",사중,士重,광주,광주 이,廣州,廣州 李,경,京,급고자,汲古子,,,
2790,이택,李澤,1538,진사,進士,"MTPA 137A 4C; MRCP 4-28B, 8-41A, 10-93B; CWSR 2858, 3457, 4885",택지,澤之,고성,고성 이,固城,固城 李,경,京,,,,,
2791,박영,朴詠,1538,생원,生員,MTPA 204A 4BP; PSTP 26-001B; MRCP 7-29B; CWSR 2590,군복,君復,반남,반남 박,潘南,潘南 朴,경,京,,,,,
2792,김천우,金天宇,1538,생원,生員,"MTPA 156A 3B; MRCP 2-82B, 7-34A; CWSR 3457",대용,大容,경주,경주 김,慶州,慶州 金,보은(報恩),墓在 報恩,,,,,
2793,성순,成詢,1538,건원릉참봉,健元陵奉,"MTPB 174B 2A; PSTP 05-003B, 42-051B; MRCP 7-26A, 8-75A; CWSR 2342, 2900, 3982",신경,愼卿,창녕,창녕 성,昌寧,昌寧 成,경(京),墓在 坡州,,,,,
2794,남규년,南年,1538,진사,進士,"MTPB 159A 3C; PSTP 28-007B, 37-040A; MRCP 2-87B, 10-49A; CWSR 0089, 3539",영로,靈老,고성,고성 남,固城,固城 南,,,,,,,
2795,김사문,金士文,1538,진사,進士,MTPA 198B 3D; MRCP 8-22A,질부,質夫,예안,예안 김,禮安,禮安 金,영천,榮川,,,,,
2796,이만영,李萬榮,1538,유학,幼學,MTPA 128A 4C; MRCP 10-94B; CWSR 0945,성경,盛卿,함평,함평 이,咸平,咸平 李,,,죽음,竹陰,,,
2797,윤복,尹復,1538,생원,生員,"MTPA 281B 1AP; PSTP 23-085A, 34-054B; MRCP 8-44A; CWSR 3941",원례,元禮,해남,해남 윤,海南,海南 尹,해남,海南,"행당(杏堂), 석문",石門,,,
2798,임내신,任臣,1538,유학,幼學,"MTPB 149A 3C; PSTP 04-046A, 38-016B; MRCP 9-4B, 9-48B, 10-19B, 10-30A; CWSR 3675",조원,調元,풍천,풍천 임,豊川,豊川 任,경,京,,,,,
2799,박공량,朴公亮,1538,진사,進士,"MTPA 223B 1C; PSTP 26-048B; MRCP 9-36B, 10-16A; CWSR 0462, 2915; CWS 20-356下B",명보,明甫,고령,고령 박,高靈,高靈 朴,경(京),墓在 利川,,,,,
2800,심세림,沈世霖,1538,진사,進士,MTPB 130B 2A; PSTP 35-083A; MRCP 3-76A,망이,望而,풍산,풍산 심,豊山,豊山 沈,경,京,,,,,
2801,성준,成遵,1538,생원,生員,MTPB 175A 1CP,순경,順卿,창녕,창녕 성,昌寧,昌寧 成,영산,靈山,,,,,
2802,정선,丁璿,1538,진사,進士,"MTPB 234A 2D; MRCP 2-95A, 10-61A",여미,汝美,영광,영광 정,靈光,靈光 丁,영광,靈光,벽오,碧梧,,,
2803,이사필,李士弼,1538,생원,生員,"MTPA 119A 3B; PSTP 14-003B; MRCP 5-72B; CWSR 0321, 0966, 1419",몽석,夢錫,여주,여주 이,驪州,驪州 李,경,京,수은,睡隱,,,
2804,원호변,元虎變,1538,생원,生員,"MTPB 202B 2B; PSTP 36-046A, 37-044B; MRCP 7-33B; CWSR 1690",병숙,炳叔,원주,원주 원,原州,原州 元,경,京,,,,,
2805,임윤,任尹,1538,참봉,奉,"MTPB 149A 2C; PSTP 38-003B; MRCP 2-10B, 3-64B",군빙,君聘,풍천,풍천 임,豊川,豊川 任,경,京,,,,,
2806,신일,辛馹,1538,유학,幼學,MTPS 268A 1A; PSTP 44-057B,치원,致遠,영산,영산 신,靈山,靈山 辛,,,삼일당,三一堂,,,
2807,유희춘,柳希春,1538,생원,生員,"MTP NL ; PSTP 29-078B; MRCP 6-36A; CWSR 2632; CWS 21-347上A, 25-469上B",인중,仁仲,선산,선산 유,善山,善山 柳,해남,海南,"미암(眉巖), 연계",漣溪,문절,文節,
2808,이담,李湛,1538,진사,進士,MTPA 115A 1A; PSTP 13-070B; MRCP 8-100A; CWSR 1851,중구,仲久,용인,용인 이,龍仁,龍仁 李,경,京,정존재,靜存齋,,,
2809,이수경,李首慶,1538,진사,進士,"MTPA 099B 3A; PSTP 13-065B; MRCP 3-26A, 9-82B; CWSR 1622, 2179",백희,伯喜,광주,광주 이,廣州,廣州 李,,墓在 臨陂,"지재(止齋), 육유당",六有堂,,,
2810,최개국,崔蓋國,1538,유학,幼學,"MTPB 009A 4B; MRCP 9-64A, 10-64A, 10-84B; CWSR 0558+, 4419",자생,子省,충주,충주 최,忠州,忠州 崔,충주,忠州,"남악(南岳), 추담",楸潭,,,
2811,성몽설,成夢說,1539,유학,幼學,MTP NL,천뢰,天賚,창녕,창녕 성,昌寧,昌寧 成,,,,,,,
2812,김경,金璟,1539,진사,進士,MTP NL ; MRCP 9-76A,광두,光斗,해평,해평 김,海平,海平 金,성주,星州,,,,,
2813,노경린,盧慶麟,1539,유학,幼學,"MTPB 226B 2D; MRCP 9-101A, 10-48B; CWSR 3020, 6054",인부,仁父,곡산,곡산 노,谷山,谷山 盧,,,,,,,
2814,윤강원,尹剛元,1539,유학,幼學,"MTPA 277B 1A; PSTP 14-092A, 23-065B; MRCP 2-3B, 3-28B; CWSR 2756, 2864, 2914, 3375, 3659",경인,景仁,남원,남원 윤,南原,南原 尹,경(京),墓在 果川,기암,棄菴,,,
2815,곽시,郭詩,1539,진사,進士,MTPB 235B 3C; MRCP 6-65A; CWSR 3050,영이,詠而,선산,선산 곽,善山,善山 郭,옥천,沃川,,,,,
2816,이추,李樞,1539,진사,進士,"MTPA 148A 2DP; MRCP 8-63A, 9-63B?",기중,機仲,영천,영천 이,永川,永川 李,경,京,,,,,
2817,심령,沈,1539,생원,生員,"MTPB 117A 2C; PSTP 35-012A; MRCP 2-39A, 8-13B; CWSR 2007, 2320, 3531, 4761",천로,天老,청송,청송 심,靑松,靑松 沈,경,京,,,,,
2818,강위,姜偉,1539,유학,幼學,"MTPB 110B 4C; PSTP 36-010B; MRCP 2-31A, 5-82B; CWSR 1977, 3954, 7055",중관,仲寬,진주,진주 강,晋州,晋州 姜,,,,,,,
2819,이중열,李仲悅,1539,유학,幼學,"MTPA 099B 1B; PSTP 13-049A; MRCP 8-82B, 10-74A",습지,習之,광주,광주 이,廣州,廣州 李,,墓在 楊根,과재,果齋,,,
2820,당윤문,唐允文,1539,생원,生員,"MTP NC ; CWSR 1109+, 2019, 2372, 4121, 5280",성장,成章,밀양,밀양 당,密陽,密陽 唐,경,京,,,,,
2821,민기,閔箕,1539,생원,生員,"MTPB 143A 4A; PSTP 43-005A; MRCP 7-35A, 7-83A; CWS 25-408下B",경열,景悅,여흥,여흥 민,驪興,驪興 閔,경,京,관물재,觀物齋,문경,文景,
2822,최권,崔,1539,유학,幼學,"MTPB 002A 2BP; PSTP 39-056B; MRCP 7-31B, 8-73A; CWSR 2497",경앙,景仰,전주,전주 최,全州,全州 崔,,,,,,,
2823,김주,金澍,1539,진사,進士,"MTPA 165B 3D; PSTP 04-027A, 15-031A; MRCP 7-77A, 9-91B; CWSR 1997, 2748, 3081, 3315, 4005, 5050, 5400, 6457; CWS 20-669上B",응림,應霖,안동,안동 김,安東,安東 金,경(京),墓在 驪州,"우암(寓菴), 만와",萬窩,문단,文端,
2824,김저,金,1539,유학,幼學,"MTPA 151A 2B; PSTP 16-033A; MRCP 9-86A, 10-24A",학광,學光,경주,경주 김,慶州,慶州 金,충주(忠州),墓在 龍仁,,,충민,忠愍,
2825,조광옥,趙光玉,1539,진사,進士,"MTPB 083A 2A; PSTP 25-064B; MRCP 3-81B, 10-89B; CWSR 0665, 1967",희윤,希潤,평양,평양 조,平壤,平壤 趙,경,京,,,,,
2826,최홍도,崔弘渡,1539,유학,幼學,"MTPB 009A 4B; PSTP 21-031A; MRCP 7-62B; CWSR 2503, 3446",경제,景濟,양주,양주 최,楊州,楊州 崔,,,,,,,
2827,이영,李瑛,1539,진사,進士,"MTPA 066A 2D; PSTP 09-008B, 24-049A; MRCP 2-53A, 7-85B, 9-52B; CWSR 1203c",자윤,子潤,경주,경주 이,慶州,慶州 李,경(京),墓在 仁川,,,,,
2828,홍담,洪曇,1539,생원,生員,"MTPB 034B 2A; PSTP 33-053B; MRCP 7-2A, 9-49B; CWSR 2596, 2753; CWS 21-343上A, 25-468上B",태허,太虛,남양,남양 홍,南陽,南陽 洪,경,京,,,정효,貞孝,
2829,김윤정,金胤鼎,1540,진사,進士,MTP NC,정칙,正則,가흥,가흥 김,嘉興,嘉興 金,부안,扶安,,,,,
2830,김영세,金英世,1540,생원,生員,MTP NL ; MRCP 9-55A,현지,顯之,영천,영천 김,榮川,榮川 金,영천,榮川,,,,,
2831,성세장,成世章,1540,진사,進士,"MTPB 175A 2B; PSTP 42-070A; MRCP 7-67B, 7-83A, 8-86A; CWSR 4600, 6538, 6771; CWS 21-385下B",경회,景晦,창녕,창녕 성,昌寧,昌寧 成,경,京,사암,思菴,,,
2832,어계선,魚季瑄,1540,진사,進士,"MTPB 226B 3D; PSTP 32-012B, 44-001B; MRCP 7-32A, 8-47A; CWSR 0909, 1841, 2927+, 3117, 3823, 4465",선지,瑄之,함종,함종 어,咸從,咸從 魚,경,京,,,,,
2833,황준량,黃俊良,1540,생원,生員,MTPB 211A 2C; MRCP 9-16B,중거,仲擧,평해,평해 황,平海,平海 黃,풍기,豊基,금계,錦溪,,,
2834,한기,韓琦,1540,진사,進士,MTP NL ; PSTP 31-040B,중온,仲溫,청주,청주 한,淸州,淸州 韓,청주,淸州,,,,,
2835,민기문,閔起文,1540,생원,生員,MTPB 142B 2D; PSTP 43-002A; MRCP 9-88B; CWS 25-450上A,숙호,叔,여흥,여흥 민,驪興,驪興 閔,경(京),墓在 始興,역암,菴,,,
2836,송찬,宋贊,1540,생원,生員,"MTPB 190A 4A; MRCP 7-99A, 9-30A; CWSR 2787, 2940, 3107, 4019, 4560; SSW 367",치숙,治叔,진천,진천 송,鎭川,鎭川 宋,경(京),墓在 楊州,서교,西郊,,,
2837,김개,金鎧,1540,진사,進士,"MTPA 157A 1C; PSTP 16-004B, 32-040A; MRCP 2-16A, 7-48A; CWSR 0469, 4445, 4772, 5377, 6040",방보,邦寶,광산,광산 김,光山,光山 金,경(京),墓在 淳昌,독송정,獨松亭,,,
2838,이치,李致,1540,생원,生員,"MTPA 103B 1C; PSTP 11-005B, 13-092B; MRCP 10-21A, 10-95B; CWSR 3009",가원,可遠,덕수,덕수 이,德水,德水 李,경(京),墓在 長湍,매서,梅墅,,,
2839,채무일,蔡無逸,1540,사근찰방,沙斤察訪,"MTPS 266A 1B; MRCP 5-74B, 7-38A; CWSR 4535",거경,居敬,인천,인천 채,仁川,仁川 蔡,함창,咸昌,일계,逸溪,,,
2840,박승간,朴承侃,1540,생원,生員,"MTPA 204A 3C; PSTP 26-043A; MRCP 7-51A, 8-31B",자열,子悅,반남,반남 박,潘南,潘南 朴,영천,榮川,인암,忍菴,,,
2841,안방경,安方慶,1540,생원,生員,"MTPB 135B 1D; PSTP 32-035A, 32-049B; MRCP 7-44A, 10-95A; CWSR 5692",선응,善應,죽산,죽산 안,竹山,竹山 安,경,京,구배헌,灸背軒,,,
2842,한옥,韓沃,1540,생원,生員,"MTPB 094B 1B; PSTP 31-067B; MRCP 9-28A, 10-13A; CWSR 2107, 2238, 4000, 4457, 6382",계언,啓彦,청주,청주 한,淸州,淸州 韓,,,,,,,
2843,박영준,朴永俊,1540,진사,進士,"MTPA 224B 4BP; PSTP 26-056A, 34-103A; MRCP 8-66B, 9-39A; CWSR 0693, 6094; CWS 25-465上B",언이,彦而,고령,고령 박,高靈,高靈 朴,경(京),墓在 楊州,,,,,
2844,조숙,曺淑,1540,생원,生員,MTP NL,선경,善卿,창녕,창녕 조,昌寧,昌寧 曺,안음,安陰,죽헌,竹軒,,,
2845,강익,姜益,1540,진사,進士,"MTPB 110B 2DP; MRCP 2-95A, 7-33B",숙겸,叔謙,진주,진주 강,晋州,晋州 姜,경,京,,,,,
2846,허량,許亮,1540,유학,幼學,"MTPB 139B 4A; PSTP 40-032B; MRCP 3-14B, 9-76A?",한좌,漢佐,하양,하양 허,河陽,河陽 許,하양,河陽,,,,,
2847,김한경,金漢卿,1540,유학,幼學,MTP NL,사원,士元,개성,개성 김,開城,開城 金,,,,,,,
2848,유잠,柳潛,1540,생원,生員,"MTPB 010A 3C; PSTP 20-051A, 28-017A; MRCP 2-99B, 4-10A; CWSR 0676",사소,士昭,문화,문화 유,文化,文化 柳,경(京),墓在 安山,택재,澤齋,,,
2849,박승임,朴承任,1540,생원,生員,"MTPA 204A 3C; PSTP 26-043A, 30-067A; MRCP 5-67B, 8-31B",중보,重甫,반남,반남 박,潘南,潘南 朴,영천(榮川),墓在 榮川,"소고(嘯皐), 철진(鐵津), 수서옹",水西翁,,,
2850,민호,閔,1540,의금도사,義禁都事,"MTPB 143A 4A; MRCP 7-34B, 9-84A; CWSR 1633, 2331, 3272",가화,可和,여흥,여흥 민,驪興,驪興 閔,경,京,소고,嘯皐,,,
2851,조언박,曺彦博,1540,진사,進士,"MTPB 212A 4A; PSTP 03-028A, 42-107B; MRCP 3-29A",관부,寬夫,창녕,창녕 조,昌寧,昌寧 曺,경,京,,,,,
2852,우상,禹,1540,진사,進士,"MTPB 222B 2B; PSTP 41-083B; MRCP 3-8B, 9-63A; CWSR 5017",언확,彦確,단양,단양 우,丹陽,丹陽 禹,충주(忠州),墓在 忠州,,,,,
2853,최우,崔,1540,진사,進士,"MTPB 007B 4DP; MRCP 7-23A, 9-71B",사중,思仲,화순,화순 최,和順,和順 崔,경,京,,,,,
2854,박대립,朴大立,1540,유학,幼學,"MTPA 221A 4D; MRCP 8-28A, 9-97B; CWSR 1932, 2837; CWS 21-412上B",수백,守伯,함양,함양 박,咸陽,咸陽 朴,경,京,무환당,無患堂,,,
2855,정경우,鄭景祐,1540,진사,進士,MTP NL,대유,大有,연일,연일 정,延日,延日 鄭,예천,醴泉,복암,巖,,,
2856,유감,柳堪,1540,진사,進士,"MTPB 018B 2D; PSTP 28-066B; MRCP 8-57B, 9-49B, 10-79A; CWSR 0708, 1760, 3127, 5044",극임,克任,전주,전주 유,全州,全州 柳,경(京),墓在 楊州,곤은,隱,,,
2857,남경춘,南慶春,1540,생원,生員,"MTPB 153A 3C; PSTP 37-005B; MRCP 2-89A, 2-99A; CWSR 0668, 3372, 3917, 3921, 4416, 5057, 5523",원상,元祥,의녕,의녕 남,宜寧,宜寧 南,경,京,,,,,
2858,조응겸,趙應謙,1540,생원,生員,"MTPB 087B 2B; MRCP 5-99A, 9-69B",백형,伯亨,임천,임천 조,林川,林川 趙,경,京,,,,,
2859,정자,鄭滋,1540,진사,進士,"MTPA 235B 2B; MRCP 5-71A, 7-62B; CWSR 2502, 3000, 3443; SSW 335",민고,敏古,연일,연일 정,延日,延日 鄭,경,京,,,,,
2860,최수청,崔水淸,1540,생원,生員,MTP NL,자징,子澄,전주,전주 최,全州,全州 崔,전주,全州,,,,,
2861,유중영,柳仲,1540,유학,幼學,MTPB 021A 3D; PSTP 28-087B; MRCP 5-56A,언우,彦遇,풍산,풍산 유,豊山,豊山 柳,안동,安東,입암,立巖,,,
2862,윤희성,尹希聖,1540,진사,進士,MTPA 256A 1C; PSTP 22-086B; MRCP 3-11A; CWS 19-179下A,생오,省吾,파평,파평 윤,坡平,坡平 尹,경(京),墓在 仁川,,,,,
2863,김약묵,金若默,1540,유학,幼學,MTP NC,태용,太容,도강,도강 김,道康,道康 金,태인,泰仁,성재,誠齋,,,
2864,김익,金瀷,1540,생원,生員,"MTP NL ; PSTP 16-030B; MRCP 7-22B, 9-85B; CWSR 1865, 2924, 3650, 3778",재청,載淸,경주,경주 김,慶州,慶州 金,경(京),墓在 楊州,북일,北逸,,,
2865,김정준,金廷準,1540,유학,幼學,MTPA 170A 4BP; MRCP 7-11B,평보,平甫,안동,안동 김,安東,安東 金,,,,,,,
2866,최세준,崔世俊,1540,진사,進士,MTPB 007B 4A; MRCP 7-22B,자미,子美,화순,화순 최,和順,和順 崔,경,京,,,,,
2867,김린후,金麟厚,1540,진사,進士,MTPA 200B 3B; CWSR 2632; CWS 20-541上A,후지,厚之,울산,울산 김,蔚山,蔚山 金,순창,淳昌,"하서(河西), 담재",湛齋,문정(文靖) 개문정,改文正,
2868,김리상,金履祥,1540,생원,生員,MTP NL,중길,仲吉,김해,김해 김,金海,金海 金,,,심적,心適,,,
2869,남궁침,南宮,1540,생원,生員,"MTPB 248A 4D; MRCP 5-90A, 6-42A; CWSR 3053, 3452",성중,誠仲,함열,함열 남,咸悅,咸悅 南,경,京,,,,,
2870,노연령,魯延齡,1540,훈도,訓導,MTP NC,대춘,大春,함평,함평 노,咸平,咸平 魯,죽산,竹山,,,,,
2871,양홍,楊洪,1540,생원,生員,MTPB 247A 3C; MRCP 7-87A,심원,深源,남원,남원 양,南原,南原 楊,순창(淳昌),墓在 益山,양호정,養浩亭,,,
2872,정준,鄭浚,1540,유학,幼學,"MTP NL ; PSTP 20-009A; MRCP 10-5B, 10-93A",대원,大源,초계,초계 정,草溪,草溪 鄭,,,,,,,
2873,강욱,姜昱,1540,생원,生員,"MTPB 115A 1D; PSTP 13-045A; MRCP 10-65B, 10-72B; CWSR 2753",광중,光仲,진주,진주 강,晋州,晋州 姜,경(京),墓在 交河,,,,,
2874,윤옥,尹玉,1540,진사,進士,"MTP NL ; PSTP 23-052B; MRCP 2-57B, 9-68B; CWSR 2728, 4015, 4306, 4585, 7157",자온,子溫,무송,무송 윤,茂松,茂松 尹,경,京,동리,東里,,,
2875,임회,林,1540,진사,進士,MTP NL,헌가,獻可,부안,부안 임,扶安,扶安 林,장흥,長興,,,,,
2876,이문형,李文馨,1540,유학,幼學,"MTPA 084B 3D; PSTP 12-009B; MRCP 7-100B, 8-75B; CWSR 1108, 1959, 3989, 5037; CWS 21-382下A",형지,馨之,전의,전의 이,全義,全義 李,,,졸옹,拙翁,,,
2877,고맹영,高孟英,1540,생원,生員,MTPB 242A 3B; PSTP 39-112A,영지,英之,장택,장택 고,長澤,長澤 高,광주(光州),墓在 光州,하천,霞川,,,
2878,유창문,柳昌門,1540,유학,幼學,"MTPB 016B 4B; PSTP 29-063B; MRCP 5-14B, 7-31B, 10-29A",흥백,興伯,진주,진주 유,晋州,晋州 柳,,,,,,,
2879,김희참,金希參,1540,생원,生員,"MTPA 183B 1C; MRCP 子: 8-20BP, 子: 9-63AP; CWS 20-565下B",사로,師魯,의성,의성 김,義城,義城 金,"성주(星州), 안동(安東)",墓在 星州,칠봉,七峯,,,
2880,배숙기,裵淑綺,1540,진사,進士,MTP NL ; MRCP 7-22A,연이,練而,대구,대구 배,大丘,大丘 裵,선산,善山,,,,,
2881,유혼,柳渾,1541,생원,生員,"MTPB 010A 3CP; PSTP 17-006A, 28-017A; MRCP 4-10A, 9-72B; CWSR 1959",숙호,叔浩,문화,문화 유,文化,文化 柳,경(京),墓在 楊州,,,,,
2882,유강,兪絳,1541,진사,進士,"MTPB 195A 3B; PSTP 03-058A, 37-002A, 39-001B; MRCP 5-87A, 8-23A, 8-60B; CWSR 0523, 2767, 5078",강지,絳之,기계,기계 유,杞溪,杞溪 兪,경,京,,,숙민,肅敏,
2883,이원록,李元祿,1541,생원,生員,"MTPA 103A 4D; PSTP 11-004A; MRCP 8-35A, 9-45A, 9-56B; CWSR 0454, 3096, 3885, 5084; CWS 25-468上B",정서,廷瑞,덕수,덕수 이,德水,德水 李,경(京),墓在 果川,,,,,
2884,최덕종,崔德種,1541,진사,進士,"MTPB 008B 2B; PSTP 35-005B, 39-096A; MRCP 5-66A, 9-77B; CWSR 3103",매지,邁之,강화,강화 최,江華,江華 崔,양주,楊州,,,,,
2885,한원,韓垣,1541,유학,幼學,"MTPB 094B 1B; PSTP 04-002B, 31-064A; MRCP 7-22B, 9-26B; CWSR 0119, 2854; SSW 488",자한,子翰,청주,청주 한,淸州,淸州 韓,,,,,,,
2886,이건,李楗,1542,진사,進士,"MTPA 022B 4A; MRCP 7-2B, 8-8A, 8-45B; CWSR 0507, 1410, 1924, 2027, 2579, 3271, 3394, 3545, 3846, 3998, 4700",국한,國閑,전주,전주 이,全州,全州 李,경,京,,,,,
2887,안축,安,1542,생원,生員,"MTPB 135B 2D; PSTP 32-028B, 32-048B; MRCP 9-93A; CWSR 2029, 2473",덕보,德寶,죽산,죽산 안,竹山,竹山 安,보성,寶城,둔암,鈍菴,,,
2888,민사도,閔思道,1542,유학,幼學,"MTPB 143A 4B; PSTP 43-005A; MRCP 7-28B, 7-34B; CWSR 3067, 3268+, 3396",경숙,敬叔,여흥(驪興),여흥(驪興) 민,金浦,金浦 閔,,,,,,,
2889,강사안,姜士安,1542,진사,進士,"MTPB 111A 3B; PSTP 36-002B, 38-016B; MRCP 9-48B, 9-83B; CWSR 2594, 4535+",순지,順之,진주,진주 강,晋州,晋州 姜,경,京,,,,,
2890,노수신,盧守愼,1543,진사,進士,"MTPB 225A 4D; PSTP 13-048B; MRCP 9-11A, 10-73B; CWS 21-473下A, 25-598上B",과회,寡悔,광주,광주 노,光州,光州 盧,경,京,"소재(齋), 이재(伊齋), 십청정",十靑亭,"문간(文簡), 초시문의",初諡文懿,
2891,차식,車軾,1543,진사,進士,MTPB 248A 3B; MRCP 族: 10-56BP; CWSR 2844+; SSW 821,경숙,敬叔,연안,연안 차,延安,延安 車,,,이재(齋) 순재,順齋,,,
2892,윤춘년,尹春年,1543,생원,生員,"MTPA 255B 4D; PSTP 22-083A; MRCP 7-1A, 10-58A; CWS 25-405下A",언구,彦久,파평,파평 윤,坡平,坡平 尹,경(京),墓在 交河,창주,滄洲,,,
2893,윤결,尹潔,1543,진사,進士,"MTPA 277B 1D; PSTP 23-069B; MRCP 6-84A, 10-20A; CWSR 0692",장원,長源,남원,남원 윤,南原,南原 尹,경(京),墓在 金浦,성부,醒夫,,,
2894,이종규,李宗奎,1543,부호군,副護軍,"MTPA 145A 4C; MRCP 6-48B, 10-15B",문중,文仲,홍주,홍주 이,洪州,洪州 李,경,京,,,,,
2895,이감,李戡,1543,신방생원,新榜生員,"MTPA 144A 2B; MRCP 8-9B, 9-48A; CWSR 4700",언신,彦信,우계,우계 이,羽溪,羽溪 李,경,京,,,,,
2896,이지신,李之信,1543,진사,進士,"MTPA 139A 2D; PSTP 29-003B; MRCP 3-58A, 10-6A",원립,元立,우봉,우봉 이,牛峰,牛峰 李,경,京,,,,,
2897,이사충,李思忠,1543,유학,幼學,"MTP NC ; CWSR 1969, 5086",서가,恕可,고양,고양 이,高陽,高陽 李,,,,,,,
2898,권벽,權擘,1543,신방진사,新榜進士,"MTPB 055A 4A; PSTP 19-050A, 30-020A; MRCP 5-73A, 9-87A, 10-20A; CWSR 2864, 4773, 5068, 6045",대수,大手,안동,안동 권,安東,安東 權,경,京,"습재(習齋), 안배당",安排堂,,,
2899,이세림,李世琳,1543,진사,進士,"MTP NL ; CWSR 0166, 0392, 2932",경서,景瑞,합천,합천 이,陜川,陜川 李,양주(楊州),墓在 楊州,,,,,
2900,정종영,鄭宗榮,1543,생원,生員,"MTPA 253B 3C; PSTP 13-088A, 20-006B, 28-027A; MRCP 1-97A, 7-73A, 10-98B; CWSR 1442, 3026, 3079, 3772, 3933, 4830, 6390; CWS 21-461上A, 25-582下B",인길,仁吉,초계,초계 정,草溪,草溪 鄭,경,京,항재,恒齋,정헌,靖憲,
2901,조응공,趙應恭,1543,신방진사,新榜進士,"MTPB 087B 3B; PSTP 24-070A; MRCP 5-99A, 9-16B",숙형,叔亨,임천,임천 조,林川,林川 趙,경,京,,,,,
2902,홍석방,洪碩舫,1543,유학,幼學,MTPB 023A 3DP; MRCP 3-1AP,응룡,應龍,남양,남양 홍,南陽,南陽 洪,임실(任實),墓在 任實,악천,樂天,,,
